Rank,Company,Growth,Industry,Revenue ($M),State,City,Metro,Times on List
1153,Zuhne,359%,Consumer Products & Services,5.45,Texas,Houston,Houston,1
1154,Ledge Lounger,359%,Consumer Products & Services,10.15,Texas,Brookshire,Houston,3
1155,G2 Ops,359%,Engineering,10.18,Virginia,Virginia Beach,Virginia Beach,2
1156,WealthForge,359%,Financial Services,23.46,Virginia,Richmond,Richmond,2
1157,Logical Position,359%,Advertising & Marketing,47.28,Oregon,Lake Oswego,Portland,6
1158,Digital Forensic Services,359%,Government Services,2.08,Maryland,Greenbelt,"Washington,DC",1
1159,Farber & Company Attorneys,358%,Consumer Products & Services,3.73,California,Oakland,San Francisco,2
1160,Catalyst Outdoor,358%,Advertising & Marketing,17.26,Pennsylvania,Newtown Square,Philadelphia,1
1161,Payer Compass,357%,Health,17.33,Texas,Plano,Dallas,2
1162,Local Web Leads,356%,Advertising & Marketing,11.64,Texas,Austin,Austin,3
1163,Curate Partners,356%,Human Resources,18.10,Massachusetts,Stoneham,Boston,2
1164,UCW Logistics,356%,Logistics & Transportation,17.07,South Carolina,GREENVILLE,Greenville,2
1165,Behavioral Health Works,356%,Health,35.33,California,Anaheim,Los Angeles,6
1166,Scribe-X Northwest,355%,Health,7.01,Oregon,Portland,Portland,1
1167,Mellanni Fine Linens,355%,Consumer Products & Services,39.78,New Jersey,Pine Brook,New York,1
1168,Resolute Technologies,355%,IT System Development,15.55,Maryland,Columbia,Baltimore,2
1169,Legwork Software,355%,Software,3.89,Washington,Wenatchee,"Wenatchee,WA",1
1170,Zeel,354%,Consumer Products & Services,31.00,New York,New York,New York,3
1171,Colorado Health & Rehab,353%,Health,2.92,Colorado,Colorad Springs,"Colorado Springs,CO",1
1172,Wellflex Energy Solutions,353%,Energy,60.74,Texas,Rhome,Dallas,2
1173,Lastline,353%,Security,20.08,California,San Mateo,San Francisco,2
1174,Cloudbakers,353%,Business Products & Services,13.10,Illinois,Chicago,Chicago,5
1175,PPT Solutions (Oklahoma),353%,Business Products & Services,7.31,Oklahoma,Tulsa,Tulsa,2
1176,Northwestern Improvement Company,353%,Real Estate,2.86,Washington,Bellevue,Seattle,1
1177,Ryan Geldermann,353%,Media,2.26,Maryland,Baltimore,Baltimore,1
1178,Innovetive Petcare,352%,Health,29.19,Texas,CEDAR PARK,Austin,1
1179,Shearer,352%,Engineering,6.41,Alabama,Huntsville,Huntsville,7
1180,FireFly Computers,352%,Computer Hardware,75.62,Minnesota,Saint Paul,Minneapolis,4
1181,Thin Air Brands,351%,Consumer Products & Services,2.29,Colorado,Parker,Denver,1
1182,SoHo Dragon,351%,IT System Development,6.83,New York,New York,New York,3
1183,Southwest Geotechnical,351%,Engineering,3.94,Nevada,Las Vegas,Las Vegas,2
1184,The Aspire Software Company,350%,Software,5.80,Missouri,Chesterfield,St. Louis,1
1185,EyeKor,350%,Health,5.63,Wisconsin,Madison,Madison,2
1186,Stretch Shapes,349%,Business Products & Services,4.33,Oregon,Eugene,Eugene,1
1187,Premier Remodeling,349%,Construction,3.03,Utah,Layton,Ogden,1
1188,Power Digital Marketing,349%,Advertising & Marketing,14.22,California,San Diego,San Diego,3
1189,Ueno,349%,Advertising & Marketing,14.18,California,San Francisco,San Francisco,1
1190,Industry Dive,348%,Media,22.32,Washington DC,Washington,"Washington,DC",2
1191,HIDEit Mounts,348%,Consumer Products & Services,2.92,Nevada,Reno,"Reno-Sparks,NV",2
1192,Amy Myers MD,348%,Health,12.08,Texas,Bee Caves,Austin,2
1193,Pegasus Technology Solutions,347%,IT Management,26.55,Texas,Frisco,Dallas,1
1194,Jacaruso Enterprises,347%,Travel & Hospitality,12.30,Texas,Round Rock,Austin,3
1195,Eventellect,346%,Business Products & Services,243.83,Texas,Houston,Houston,9
1196,Tipalti,346%,Software,13.32,California,San Mateo,San Francisco,2
1197,AEVEX Aerospace,345%,Government Services,93.95,California,Solana Beach,San Diego,1
1198,Ncontracts,345%,Software,12.42,Tennessee,Brentwood,Nashville,1
1199,Stone Glacier,345%,Consumer Products & Services,2.62,Montana,Bozeman,"Bozeman,MT",1
1200,Thrive Internet Marketing Agency,345%,Advertising & Marketing,6.31,Texas,Arlignton,Dallas,3
1201,Eff Creative Group,344%,Advertising & Marketing,2.71,New York,New York,New York,3
1202,Strike Visuals,343%,Business Products & Services,2.42,Utah,Woods Cross,Ogden,1
1203,BKM Capital Partners,342%,Real Estate,13.69,California,Newport Beach,Los Angeles,1
1204,Federal Strategies,340%,Government Services,4.12,Virginia,Fredericksburg,"Washington,DC",2
1205,GenTech Associates,340%,Government Services,4.22,Indiana,Avon,Indianapolis,2
1206,Lima One Capital,339%,Financial Services,31.78,South Carolina,Greenville,Greenville,1
1207,MatterHackers,339%,Retail,16.66,California,Foothill Ranch,Los Angeles,3
1208,iClick,339%,Business Products & Services,67.99,Washington,Seattle,Seattle,4
1209,JDA Worldwide,339%,Advertising & Marketing,24.64,Indiana,CARMEL,Indianapolis,4
1210,Battery Recyclers of America,339%,Environmental Services,10.69,Texas,Dallas,Dallas,1
1211,Oklahoma LED,339%,Construction,5.12,Oklahoma,Tulsa,Tulsa,3
1212,Creamistry,338%,Food & Beverage,20.45,California,Yorba Linda,Los Angeles,2
1213,Corkcicle,338%,Consumer Products & Services,59.85,Florida,Orlando,Orlando,3
1214,Team Solutions Dental,338%,Manufacturing,6.97,Florida,sanford,Orlando,1
1215,Dome Headwear,337%,Consumer Products & Services,2.73,Florida,Jacksonville Beach,Jacksonville,1
1216,Fix It People,337%,Real Estate,2.14,Illinois,Chicago,Chicago,1
1217,MaxGen Energy Services,337%,Energy,69.43,California,Costa Mesa,Los Angeles,4
1218,Ben Kinney Real Estate Team,337%,Software,19.86,Washington,Bellingham,"Bellingham,WA",3
1219,Liberty Home Mortgage Corporation,337%,Financial Services,13.49,Ohio,Independence,Cleveland,1
1220,KBMax,337%,Software,5.06,Texas,Austin,Austin,2
1221,ObservePoint,337%,Software,11.77,Utah,Provo,Provo,1
1222,Thrive,337%,Engineering,55.98,Massachusetts,Foxborough,Atlanta,3
1223,What If Holdings,336%,Advertising & Marketing,36.22,New Jersey,Fort Lee,New York,3
1224,GonLED,336%,Energy,9.51,California,Costa Mesa,Los Angeles,5
1225,Digital Relativity,336%,Advertising & Marketing,6.27,West Virginia,fayetteville,"Oak Hill,WV",2
1226,Mavrck,335%,Advertising & Marketing,3.43,Massachusetts,Boston,Boston,1
1227,Home Perfect Carpet & Tile Cleaning,335%,Construction,2.96,California,Temecula,Inland Empire,1
1228,Field Industries,334%,Energy,2.43,Texas,Houston,Houston,1
1229,Pure Incubation,334%,Advertising & Marketing,41.33,Massachusetts,Topsfield,Boston,6
1230,TouchUpDirect,334%,Consumer Products & Services,5.34,California,Van Nuys,Los Angeles,1
1231,Right at School,334%,Education,25.22,Illinois,Evanston,Chicago,4
1232,GIR,334%,Consumer Products & Services,2.70,California,Novato,San Francisco,1
1233,Central Point Partners,334%,Business Products & Services,4.27,Ohio,Westerville,Columbus,2
1234,Ventive,334%,Software,3.86,Idaho,Boise,Boise City,2
1235,Carrot,333%,Software,5.34,Oregon,Roseburg,"Roseburg,OR",2
1236,Amplio Digital,333%,Advertising & Marketing,2.45,Colorado,Boulder,Boulder,2
1237,Dirt Wurx Excavation,333%,Construction,3.26,Oklahoma,wagoner,Tulsa,2
1238,Sayva Solutions,333%,Business Products & Services,10.24,California,San Diego,San Diego,2
1239,C Squared Social,333%,Advertising & Marketing,2.28,California,Carlsbad,San Diego,1
1240,U.Group,333%,IT System Development,50.33,Virginia,Arlington,"Washington,DC",4
1241,RWD Consulting,333%,Government Services,23.57,Washington DC,Washington,"Washington,DC",2
1242,AGB Investigative Services,332%,Business Products & Services,24.23,Illinois,Chicago,Chicago,2
1243,Denken Solutions,332%,IT System Development,24.77,California,Irvine,Los Angeles,4
1244,Silotech Group,332%,Government Services,18.29,Texas,San Antonio,San Antonio,5
1245,Moonglow Jewelry,331%,Retail,7.50,Florida,Miami,Miami,2
1246,Decision Sciences Research Associates,331%,Advertising & Marketing,12.37,California,PASADENA,Los Angeles,3
1247,Twelve Consulting Group,331%,IT Management,7.71,Minnesota,Minneapolis,Minneapolis,1
1248,iArch Solutions,331%,IT Management,2.12,Connecticut,Monroe,Bridgeport,1
1249,Seawater Seafood Company,331%,Food & Beverage,6.76,Oregon,NEWPORT,-,1
1250,Vert Digital,330%,Advertising & Marketing,8.50,Georgia,Atlanta,Atlanta,5
1251,CT Assist,330%,Health,10.38,Virginia,Harrisonburg,"Harrisonburg,VA",2
1252,Fit Body Boot Camp,330%,Health,8.18,California,Chino Hills,Los Angeles,4
1253,Nekteck,329%,Consumer Products & Services,10.53,California,ANAHEIM,Los Angeles,1
1254,Expression Networks,329%,Government Services,9.27,Washington DC,Washington,"Washington,DC",2
1255,Modern Message,329%,Software,5.76,Texas,Dallas,Dallas,3
1256,1-Call Staffing,329%,Human Resources,9.70,Arizona,Kingman,"Lake Havasu City-Kingman,AZ",2
1257,Pediatric Therapy,329%,Education,101.61,Colorado,Lafayette,Boulder,4
1258,Crimson Agility,328%,IT System Development,3.54,Arizona,Mesa,Phoenix,1
1259,Keystone Funding,328%,Real Estate,5.26,Delaware,Dover,"Dover,DE",1
1260,SlideBelts,328%,Retail,12.25,California,El Dorado Hills,Sacramento,4
1261,Credit Service Intl.,327%,Health,2.13,Wisconsin,Hudson,Minneapolis,1
1262,The Tour Guy,327%,Travel & Hospitality,6.04,Pennsylvania,Philadelphia,Philadelphia,2
1263,FYZICAL,327%,Health,20.17,Florida,Sarasota,Sarasota,2
1264,Green Bay Remodeling,327%,Construction,7.57,California,concord,San Francisco,2
1265,Nebulaworks,327%,IT Services,2.36,California,Irvine,Los Angeles,1
1266,Trinity Logistics USA,325%,Logistics & Transportation,130.40,New York,Valley Stream,New York,4
1267,PDQ.com Corporation,325%,Software,19.40,Utah,Salt Lake City,Salt Lake City,1
1268,Bighorn Design Studio,325%,Consumer Products & Services,3.05,Wyoming,Sheridan,"Sheridan,WY",1
1269,Elevation Solar,325%,Energy,40.54,Arizona,Gilbert,Phoenix,1
1270,Watterson,325%,Business Products & Services,52.20,Illinois,Schaumburg,Chicago,3
1271,Arch Systems,325%,IT System Development,21.27,Maryland,Baltimore,Baltimore,5
1272,The Social Lights,324%,Advertising & Marketing,2.24,Minnesota,Minneapolis,Minneapolis,1
1273,Doceo Office Solutions,324%,Business Products & Services,8.55,Pennsylvania,York,"York-Hanover,PA",2
1274,Signs.com,324%,Business Products & Services,20.27,Utah,Salt Lake City,Salt Lake City,3
1275,Disability Planners,324%,Insurance,8.83,Utah,Murray,Salt Lake City,3
1276,Blue Label Labs,323%,Software,4.76,Washington,Redmond,New York,3
1277,Commercial Services,323%,Construction,16.03,North Carolina,Morrisville,Raleigh,1
1278,1st Choice Construction Management,321%,Construction,14.25,North Carolina,Mooresville,"Statesville-Mooresville,NC",3
1279,Alderson Loop,321%,Business Products & Services,5.67,Maryland,Sykesville,Baltimore,2
1280,Legacy Toys,321%,Retail,2.03,Minnesota,Ely,"Duluth-MN,WI",1
1281,Outsource Consultants,321%,Business Products & Services,3.20,Minnesota,Plymouth,Minneapolis,1
1282,MRL Promotions,321%,Advertising & Marketing,8.66,Florida,Fort Lauderdale,Miami,4
1283,ARC Risk and Compliance,321%,Financial Services,4.48,New Jersey,Hamilton,"Trenton-Ewing,NJ",2
1284,829 Studios,320%,Advertising & Marketing,6.71,Massachusetts,Boston,Boston,2
1285,DoctorLogic,320%,Advertising & Marketing,5.92,Texas,Plano,Dallas,2
1286,Curlkit,320%,Advertising & Marketing,5.04,New Jersey,EWING,"Trenton-Ewing,NJ",1
1287,STRATEGIC SOLUTION PARTNERS,319%,Travel & Hospitality,6.72,Pennsylvania,Drexel Hill,Philadelphia,3
1288,Tellus,319%,Health,2.06,Florida,Deerfield Beach,Miami,3
1289,International Ceramic Construction,319%,Construction,26.58,North Carolina,Charlotte,Charlotte,1
1290,Banyan Hills Technologies,319%,Software,8.89,Georgia,Duluth,Atlanta,2
1291,Peddle,319%,Consumer Products & Services,130.66,Texas,Austin,Austin,2
1292,Dibsies Personalization Station,318%,Retail,4.29,Ohio,Fairfield,Cincinnati,2
1293,Massie R&D Tax Credits,318%,Business Products & Services,2.04,Georgia,Alpharetta,Atlanta,1
1294,Verdia,318%,Manufacturing,7.57,Texas,Conroe,Houston,1
1295,Cetechs,318%,Government Services,7.02,Arizona,Mesa,Phoenix,2
1296,Investor Grit,318%,Education,4.01,Utah,South Jordan,Salt Lake City,2
1297,Triple E Equipment,317%,Retail,4.95,Florida,Pompano Beach,Miami,2
1298,Prairie Tickets,317%,Retail,6.34,South Dakota,Sioux Falls,"Sioux Falls,SD",1
1299,Crystal Clear Digital Marketing,317%,Health,7.49,Florida,Orlando,Orlando,2
1300,BroadJump,317%,Health,8.49,Texas,Dallas,Dallas,1
1301,HomeStar Remodeling,317%,Construction,6.94,Delaware,Wilmington,Philadelphia,3
1302,LMS (Logistics Made Simple),316%,Logistics & Transportation,45.57,Tennessee,Chattanooga,Chattanooga,2
1303,jBloom,316%,Retail,9.39,Missouri,Saint Peters,St. Louis,3
1304,Reltio,316%,Software,37.76,California,Redwood Shores,San Francisco,3
1305,G2S,315%,Government Services,13.92,Texas,San Antonio,San Antonio,2
1306,The Revenue Optimization Companies,315%,Retail,145.76,Florida,Coral Gables,Miami,4
1307,The Exterior Company,315%,Construction,35.94,Pennsylvania,Lancaster,Lancaster,4
1308,Jennaration Boutique,315%,Retail,3.08,Alabama,Tuscaloosa,"Tuscaloosa,AL",2
1309,Tinuiti,315%,Advertising & Marketing,90.10,New York,New York,New York,7
1310,DKP Express,314%,Logistics & Transportation,2.01,Minnesota,Hopkins,Minneapolis,1
1311,FlexFunds ETP,314%,Financial Services,5.87,Florida,Miami,Miami,1
1312,RapidOps,314%,Software,3.42,North Carolina,Charlotte,Charlotte,1
1313,Waiakea,314%,Food & Beverage,6.68,California,Culver City,Los Angeles,3
1314,Nolan Transportation Group,314%,Logistics & Transportation,811.85,Georgia,Atlanta,Atlanta,5
1315,TapResearch,313%,Business Products & Services,12.69,California,San Carlos,San Francisco,2
1316,Custom Decks,312%,Construction,2.98,Colorado,Centennial,Denver,2
1317,Rent Ready,312%,Real Estate,4.96,North Carolina,Charlotte,Charlotte,1
1318,30 Lines,312%,Advertising & Marketing,2.54,Ohio,Columbus,Columbus,1
1319,MagMod,311%,Consumer Products & Services,5.62,Arizona,Tucson,"Tucson,AZ",2
1320,The Idea Box - Powered by Proforma,311%,Business Products & Services,3.06,Florida,Ft. Lauderdale,Miami,2
1321,SEI-Dallas,311%,Business Products & Services,3.07,Texas,Dallas,Dallas,2
1322,Under30Experiences,311%,Travel & Hospitality,2.92,Texas,Austin,Austin,2
1323,Calyx,311%,IT Management,3.28,Ohio,Westlake,Cleveland,1
1324,Mobile Posse,311%,Advertising & Marketing,58.33,Virginia,Arlington,"Washington,DC",2
1325,Intelligent Waves,311%,IT System Development,38.94,Virginia,Reston,"Washington,DC",1
1326,KPG Healthcare,311%,Health,28.77,California,El Segundo,Los Angeles,4
1327,Jeff Shipley Enterprises,311%,Real Estate,22.27,North Dakota,Fargo,"Fargo-ND,MN",1
1328,Verified First,311%,Human Resources,13.07,Idaho,Meridian,Boise City,4
1329,MacStadium,310%,IT System Development,24.17,Georgia,Atlanta,Atlanta,4
1330,Yapta,310%,Travel & Hospitality,12.97,Washington,Seattle,Seattle,2
1331,The Jenny Maraghy Team,310%,Real Estate,2.48,Virginia,Richmond,Richmond,1
1332,Proforma Think Ink,310%,Business Products & Services,2.54,Florida,Apollo Beach,Tampa,1
1333,CircusTrix,309%,Consumer Products & Services,194.09,Utah,Provo,Provo,3
1334,Washington Capital Partners,309%,Financial Services,15.63,Virginia,Falls Church,"Washington,DC",2
1335,Waste Away Systems,309%,Logistics & Transportation,5.23,Ohio,Heath,Columbus,2
1336,Audley Travel,309%,Travel & Hospitality,99.69,Massachusetts,Boston,Boston,2
1337,Your Home Sold Guaranteed Realty,309%,Real Estate,8.45,California,Rosemead,Los Angeles,1
1338,A-LIGN,309%,Security,31.50,Florida,Tampa,Tampa,3
1339,Taimen Transport,308%,Logistics & Transportation,35.63,Tennessee,Chattanooga,Chattanooga,1
1340,Calldrip,308%,Software,4.13,Utah,Farmington,Ogden,1
1341,eAssist Dental Solutions,308%,Health,16.85,Utah,Syracuse,Ogden,4
1341,Triton Commerce,308%,Advertising & Marketing,2.72,Minnesota,Minneapolis,Minneapolis,2
1342,Big Leap,308%,Advertising & Marketing,8.17,Utah,Lehi,Provo,4
1343,Housing Trust Group,308%,Real Estate,24.03,Florida,Coconut Grove,Miami,2
1344,Suite Experience Group,307%,Travel & Hospitality,10.64,California,San Mateo,San Francisco,2
1345,WheelHouse IT,307%,IT Management,8.78,Florida,Fort Lauderdale,Miami,3
1346,CAP Venture Group,307%,Real Estate,3.78,Kentucky,Louisville,Louisville,1
1347,TokenEx,306%,Software,4.71,Oklahoma,EDMOND,Oklahoma City,2
1348,ASB Resources,306%,IT Management,9.71,New Jersey,Princeton,"Trenton-Ewing,NJ",4
1349,Old Dominion Mechanical,306%,Construction,4.39,Virginia,Richmond,Richmond,2
1350,Managed Energy Systems,306%,Energy,2.25,Kansas,Leawood,Kansas City,1
1351,Trinity3 Technology,306%,Computer Hardware,69.75,Minnesota,St. Paul,Minneapolis,1
1352,Kureiji,306%,Retail,2.79,California,South El Monte,Los Angeles,1
1353,Wellex,306%,Health,3.17,Missouri,St. Louis,St. Louis,1
1354,Connoils,305%,Food & Beverage,21.29,Wisconsin,Waukesha,Milwaukee,1
1355,Advantage Media Group,305%,Media,23.64,South Carolina,Charleston,Charleston,7
1356,DMD Products,305%,Consumer Products & Services,3.85,Texas,Rosharon,Houston,1
1357,Triplemint,305%,Real Estate,10.26,New York,New York,New York,2
1358,Matrix 4,305%,Manufacturing,9.88,Illinois,Woodstock,Chicago,3
1359,Vantage Point Logistics,305%,Logistics & Transportation,20.01,Ohio,Columbus,Columbus,3
1360,Telco Connection,305%,Telecommunications,3.54,California,Coto de Caza,Los Angeles,1
1361,Binary Defense,304%,Security,8.11,Ohio,Stow,"Akron,OH",1
1362,Pinnacle Dermatology,303%,Health,35.85,Illinois,Lombard,Chicago,2
1363,TISTA Science and Technology,303%,IT Management,130.70,Maryland,Rockville,"Washington,DC",9
1364,Schweiger Dermatology Group,303%,Health,94.36,New York,Long Island City,New York,3
1365,10th Magnitude,302%,IT Services,18.10,Illinois,Chicago,Chicago,4
1366,Rankings.io,302%,Advertising & Marketing,3.05,Illinois,O'Fallon,St. Louis,2
1367,Complete Recovery Corp,302%,Consumer Products & Services,7.51,Utah,Taylorsville,Salt Lake City,3
1368,Aerospace Asset Trading,302%,Business Products & Services,36.16,Florida,Miami,Miami,2
1369,Select Communications,301%,Telecommunications,2.18,Texas,Austin,Austin,1
1370,DJB Hospitality Holding Co/Sedona Taphouse Restaurants,301%,Food & Beverage,30.07,Virginia,Richmond,Richmond,1
1371,Aya Healthcare,301%,Health,565.98,California,San Diego,San Diego,1
1372,NovuHealth,301%,Health,44.41,Minnesota,Minneapolis,Minneapolis,2
1373,Bookkeeper360,301%,Financial Services,2.96,New York,Woodbury,New York,2
